   0.00000000     -0.171034098    
   6.28318521E-04 -0.171034098    
   1.25663704E-03 -0.171034098    
   1.88495556E-03 -0.171034098    
   2.51327408E-03 -0.171034098    
   3.14159272E-03 -0.171034098    
   3.76991136E-03 -0.171034098    
   4.39823000E-03 -0.171034098    
   5.02654864E-03 -0.171034098    
   5.65486727E-03 -0.171034098    
   6.28318591E-03 -0.171034098    
   6.91150455E-03 -0.171034098    
   7.53982319E-03 -0.171034098    
   8.16814136E-03 -0.171034098    
   8.79646000E-03 -0.171034098    
   9.42477863E-03 -0.171034098    
   1.00530973E-02 -0.171034098    
   1.06814159E-02 -0.171034098    
   1.13097345E-02 -0.171034098    
   1.19380532E-02 -0.171034098    
   1.25663718E-02 -0.171034098    
   1.31946905E-02 -0.171034098    
   1.38230091E-02 -0.171034098    
   1.44513277E-02 -0.171034098    
   1.50796464E-02 -0.171034098    
   1.57079641E-02 -0.171034098    
   1.63362827E-02 -0.171034098    
   1.69646014E-02 -0.171034098    
   1.75929200E-02 -0.171034098    
   1.82212386E-02 -0.171034098    
   1.88495573E-02 -0.171034098    
   1.94778759E-02 -0.171034098    
   2.01061945E-02 -0.171034098    
   2.07345132E-02 -0.171034098    
   2.13628318E-02 -0.171034098    
   2.19911505E-02 -0.171034098    
   2.26194691E-02 -0.171034098    
   2.32477877E-02 -0.171034098    
   2.38761064E-02 -0.171034098    
   2.45044250E-02 -0.171034098    
   2.51327436E-02 -0.171034098    
   2.57610623E-02 -0.171034098    
   2.63893809E-02 -0.171034098    
   2.70176996E-02 -0.171034098    
   2.76460182E-02 -0.171034098    
   2.82743368E-02 -0.171034098    
   2.89026555E-02 -0.171034098    
   2.95309741E-02 -0.171034098    
   3.01592927E-02 -0.171034098    
   3.07876114E-02 -0.171034098    
   3.14159282E-02 -0.171034098    
   3.20442468E-02 -0.171034098    
   3.26725654E-02 -0.171034098    
   3.33008841E-02 -0.171034098    
   3.39292027E-02 -0.171034098    
   3.45575213E-02 -0.171034098    
   3.51858400E-02 -0.171034098    
   3.58141586E-02 -0.171034098    
   3.64424773E-02 -0.171034098    
   3.70707959E-02 -0.171034098    
   3.76991145E-02 -0.171034098    
   3.83274332E-02 -0.171034098    
   3.89557518E-02 -0.171034098    
   3.95840704E-02 -0.171034098    
   4.02123891E-02 -0.171034098    
   4.08407077E-02 -0.171034098    
   4.14690264E-02 -0.171034098    
   4.20973450E-02 -0.171034098    
   4.27256636E-02 -0.171034098    
   4.33539823E-02 -0.171034098    
   4.39823009E-02 -0.171034098    
   4.46106195E-02 -0.171034098    
   4.52389382E-02 -0.171034098    
   4.58672568E-02 -0.171034098    
   4.64955755E-02 -0.171034098    
   4.71238941E-02 -0.171034098    
   4.77522127E-02 -0.171034098    
   4.83805314E-02 -0.171034098    
   4.90088500E-02 -0.171034098    
   4.96371686E-02 -0.171034098    
   5.02654873E-02 -0.171034098    
   5.08938059E-02 -0.171034098    
   5.15221246E-02 -0.171034098    
   5.21504432E-02 -0.171034098    
   5.27787618E-02 -0.171034098    
   5.34070805E-02 -0.171034098    
   5.40353991E-02 -0.171034098    
   5.46637177E-02 -0.171034098    
   5.52920364E-02 -0.171034098    
   5.59203550E-02 -0.171034098    
   5.65486737E-02 -0.171034098    
   5.71769923E-02 -0.171034098    
   5.78053109E-02 -0.171034098    
   5.84336296E-02 -0.171034098    
   5.90619482E-02 -0.171034098    
   5.96902668E-02 -0.171034098    
   6.03185855E-02 -0.171034098    
   6.09469041E-02 -0.171034098    
   6.15752228E-02 -0.171034098    
   6.22035414E-02 -0.171034098    
   6.28318563E-02 -0.171034098    
   6.34601712E-02 -0.171034098    
   6.40884861E-02 -0.171034098    
   6.47168010E-02 -0.171034098    
   6.53451160E-02 -0.171034098    
   6.59734309E-02 -0.171034098    
   6.66017458E-02 -0.171034098    
   6.72300607E-02 -0.171034098    
   6.78583756E-02 -0.171034098    
   6.84866905E-02 -0.171034098    
   6.91150054E-02 -0.171034098    
   6.97433203E-02 -0.171034098    
   7.03716353E-02 -0.171034098    
   7.09999502E-02 -0.171034098    
   7.16282651E-02 -0.171034098    
   7.22565800E-02 -0.171034098    
   7.28848949E-02 -0.171034098    
   7.35132098E-02 -0.171034098    
   7.41415247E-02 -0.171034098    
   7.47698396E-02 -0.171034098    
   7.53981546E-02 -0.171034098    
   7.60264695E-02 -0.171034098    
   7.66547844E-02 -0.171034098    
   7.72830993E-02 -0.171034098    
   7.79114142E-02 -0.171034098    
   7.85397291E-02 -0.171034098    
   7.91680440E-02 -0.171034098    
   7.97963589E-02 -0.171034098    
   8.04246739E-02 -0.171034098    
   8.10529888E-02 -0.171034098    
   8.16813037E-02 -0.171034098    
   8.23096186E-02 -0.171034098    
   8.29379335E-02 -0.171034098    
   8.35662484E-02 -0.171034098    
