   0.00000000       0.00000000       6.32043034E-02  0.126290441      0.189138874      0.251627296      0.313629419      0.375013947      0.435643584      0.495374411      0.554055333      0.611528158      0.667627513      0.722181499      0.775012374      0.825937688      0.874771535      0.921326280      0.965414226       1.00684988       1.04545200       1.08104587       1.11346555       1.14255655       1.16817737       1.19020224       1.20852304       1.22305059       1.23371661       1.24047458       1.24330091       1.24219513       1.23718011       1.22830224       1.21563005       1.19925392       1.17928421       1.15585005       1.12909746       1.09918690       1.06629109       1.03059256      0.992281258      0.951551616      0.908599973      0.863622546      0.816812634      0.768358588      0.718441844      0.667235315      0.614901900      0.561593533      0.507450402      0.452600360      0.397159368      0.341231346      0.284909278      0.228275776      0.171404585      0.114361897       5.72082065E-02
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      0.362796843       1.41087723       4.00868273       7.35049725       10.8758936       11.9825029       10.8758936       7.35049725       4.00868273       1.41087723      0.362796843       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       2.19369237E-03   1.70620605E-02   8.16541538E-02  0.277416557      0.745038629       1.63858593       3.04881644       4.86628532       6.75476265       8.19656944       8.74322605       8.19656944       6.75476265       4.86628532       3.04881644       1.63858593      0.745038629      0.277416557       8.16541538E-02   1.70620605E-02   2.19369237E-03   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       1.32644109E-05   1.54751528E-04   1.04150269E-03   5.00618294E-03   1.89716164E-02   5.94959408E-02  0.159334749      0.371820331      0.767197967       1.41431499       2.34784937       3.53010416       4.82829475       6.02600002       6.87736273       7.18607044       6.87736273       6.02600002       4.82829475       3.53010416       2.34784937       1.41431499      0.767197967      0.371820331      0.159334749       5.94959408E-02   1.89716164E-02   5.00618294E-03   1.04150269E-03   1.54751528E-04   1.32644109E-05   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       8.02047708E-08   1.24763028E-06   1.08227014E-05   6.67251588E-05   3.23379529E-04   1.29862211E-03   4.46537649E-03   1.34392548E-02   3.59635800E-02   8.65728483E-02  0.189151376      0.377721488      0.693216085       1.17440534       1.84314549       2.68735266       3.64828753       4.61964989       5.46322680       6.03948975       6.24441910       6.03948975       5.46322680       4.61964989       3.64828753       2.68735266       1.84314549       1.17440534      0.693216085      0.377721488      0.189151376       8.65728483E-02   3.59635800E-02   1.34392548E-02   4.46537649E-03   1.29862211E-03   3.23379529E-04   6.67251588E-05   1.08227014E-05   1.24763028E-06   8.02047708E-08   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       4.84967289E-10   9.42992262E-09   1.00136837E-07   7.51134621E-07   4.41483098E-06   2.14824540E-05   8.95423000E-05   3.27135320E-04   1.06496969E-03   3.12756561E-03   8.36495496E-03   2.05292162E-02   4.65115570E-02   9.77633223E-02  0.191421255      0.350330621      0.600997448      0.968738496       1.47009015       2.10379982       2.84303069       3.63209629       4.39049006       5.02501202       5.44793367       5.59650421       5.44793367       5.02501202       4.39049006       3.63209629       2.84303069       2.10379982       1.47009015      0.968738496      0.600997448      0.350330621      0.191421255       9.77633223E-02   4.65115570E-02   2.05292162E-02   8.36495496E-03   3.12756561E-03   1.06496969E-03   3.27135320E-04   8.95423000E-05   2.14824540E-05   4.41483098E-06   7.51134621E-07   1.00136837E-07   9.42992262E-09   4.84967289E-10   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   0.00000000       8.56698712E-10   7.58593899E-09   5.22908508E-08   2.97967233E-07   1.45368290E-06   6.21766048E-06   2.37157456E-05   8.17043328E-05   2.56772357E-04   7.41923519E-04   1.98355038E-03   4.93261311E-03   1.14593245E-02   2.49625202E-02   5.11474051E-02   9.88383740E-02  0.180547342      0.312376797      0.512777269      0.799796045       1.18680298       1.67724347       2.25959063       2.90411067       3.56303954       4.17514372       4.67447662       5.00176430       5.11578417       5.00176430       4.67447662       4.17514372       3.56303954       2.90411067       2.25959063       1.67724347       1.18680298      0.799796045      0.512777269      0.312376797      0.180547342       9.88383740E-02   5.11474051E-02   2.49625202E-02   1.14593245E-02   4.93261311E-03   1.98355038E-03   7.41923519E-04   2.56772357E-04   8.17043328E-05   2.37157456E-05   6.21766048E-06   1.45368290E-06   2.97967233E-07   5.22908508E-08   7.58593899E-09   8.59631089E-10   6.84229201E-11   2.93240996E-12   0.00000000    
   0.00000000       9.59953468E-08   4.33828859E-07   1.71106785E-06   6.15351382E-06   2.03664840E-05   6.24488166E-05   1.78366390E-04   4.76720015E-04   1.19688769E-03   2.83216150E-03   6.33422891E-03   1.34231094E-02   2.70103998E-02   5.17065637E-02   9.43225622E-02  0.164199844      0.273132563      0.434617937      0.662225187      0.967041016       1.35442305       1.82061863       2.35008430       2.91443515       3.47378635       3.98077321       4.38685274       4.64980507       4.74085951       4.64980507       4.38685274       3.98077321       3.47378635       2.91443515       2.35008430       1.82061863       1.35442305      0.967041016      0.662225187      0.434617937      0.273132563      0.164199844       9.43225622E-02   5.17065637E-02   2.70103998E-02   1.34231094E-02   6.33422891E-03   2.83216150E-03   1.19688769E-03   4.76720015E-04   1.78366390E-04   6.24488166E-05   2.03664858E-05   6.15352201E-06   1.71113902E-06   4.34389847E-07   9.96512668E-08   2.03824246E-08   3.58540553E-09   0.00000000    
   0.00000000       1.45687989E-06   5.04877789E-06   1.52867633E-05   4.33041860E-05   1.15714436E-04   2.92639510E-04   7.02263322E-04   1.60277914E-03   3.48595344E-03   7.23788142E-03   1.43689560E-02   2.73130629E-02   4.97724563E-02   8.70494172E-02  0.146262869      0.236309588      0.367412448      0.550123870      0.793735445       1.10418761       1.48175263       1.91893911       2.39916730       2.89674997       3.37852335       3.80715442       4.14574718       4.36298943       4.43787050       4.36298943       4.14574718       3.80715442       3.37852335       2.89674997       2.39916730       1.91893911       1.48175263       1.10418761      0.793735445      0.550123870      0.367412448      0.236309588      0.146262869       8.70494172E-02   4.97724563E-02   2.73130629E-02   1.43689560E-02   7.23788142E-03   3.48595344E-03   1.60277914E-03   7.02263322E-04   2.92639539E-04   1.15714705E-04   4.33055939E-05   1.52936555E-05   5.07924233E-06   1.57983504E-06   4.56848255E-07   1.16314823E-07   0.00000000    
   0.00000000       9.32544208E-06   2.78986136E-05   7.18637602E-05   1.74638088E-04   4.05100815E-04   8.99501902E-04   1.91494299E-03   3.91387893E-03   7.68911652E-03   1.45355593E-02   2.64665168E-02   4.64574024E-02   7.86779672E-02  0.128648758      0.203234151      0.310372531      0.458455354      0.655309558      0.906814098       1.21528709       1.57788610       1.98535419       2.42146468       2.86346483       3.28366828       3.65212154       3.94003201       4.12342691       4.18641329       4.12342691       3.94003201       3.65212154       3.28366828       2.86346483       2.42146468       1.98535419       1.57788610       1.21528709      0.906814098      0.655309558      0.458455354      0.310372531      0.203234151      0.128648758       7.86779672E-02   4.64574024E-02   2.64665168E-02   1.45355593E-02   7.68911652E-03   3.91387893E-03   1.91494334E-03   8.99503939E-04   4.05109633E-04   1.74671863E-04   7.19840464E-05   2.82999517E-05   1.05851295E-05   3.73265857E-06   1.14777674E-06   0.00000000    
